Date,Open,High,Low,Close,Adj Close,Volume,histoMACD,di+
2019-09-23,54.73749923706055,55.622501373291016,54.28499984741211,54.70500183105469,53.82139205932617,465780800.0,,0.0
2019-09-30,55.224998474121094,57.05500030517578,53.782501220703125,56.752498626708984,55.835811614990234,634486800.0,,0.0
2019-10-07,56.567501068115234,59.40999984741211,56.08250045776367,59.0525016784668,58.09866714477539,588705600.0,,0.0
2019-10-14,58.724998474121094,59.532501220703125,58.29999923706055,59.102500915527344,58.147865295410156,422709600.0,,0.0
2019-10-21,59.380001068115234,61.682498931884766,59.33000183105469,61.64500045776367,60.6492919921875,388122000.0,,0.0
2019-10-28,61.85499954223633,63.98249816894531,59.314998626708984,63.95500183105469,62.92198181152344,654221600.0,,0.0
2019-11-04,64.3324966430664,65.11000061035156,63.842498779296875,65.03500366210938,63.98454284667969,423960800.0,,0.0
2019-11-11,64.57499694824219,66.44499969482422,64.56999969482422,66.44000244140625,65.56309509277344,461333600.0,,0.0
2019-11-18,66.44999694824219,67.0,65.0999984741211,65.44499969482422,64.58121490478516,455825200.0,,0.0
2019-11-25,65.67749786376953,67.0,65.625,66.8125,65.9306640625,301081200.0,,0.0
2019-12-02,66.81749725341797,67.75,64.07250213623047,67.67749786376953,66.78425598144531,456599200.0,,0.0
2019-12-09,67.5,68.82499694824219,66.22750091552734,68.7874984741211,67.87960052490234,568117600.0,,0.0
2019-12-16,69.25,70.6624984741211,69.24500274658203,69.86000061035156,68.93795013427734,732720000.0,,0.0
2019-12-23,70.13249969482422,73.49250030517578,70.09249877929688,72.44999694824219,71.49375915527344,386438000.0,,0.0
2019-12-30,72.36499786376953,75.1500015258789,71.30500030517578,74.35749816894531,73.37608337402344,526723200.0,,0.0
2020-01-06,73.44750213623047,78.1675033569336,73.1875,77.5824966430664,76.55851745605469,670091600.0,,45.632725180054216
2020-01-13,77.91000366210938,79.68499755859375,77.38749694824219,79.68250274658203,78.63081359863281,652055600.0,,45.83563324968784
2020-01-20,79.29750061035156,80.8324966430664,78.9124984741211,79.57749938964844,78.5271987915039,463685200.0,,46.15182679491983
2020-01-27,77.51499938964844,81.9625015258789,76.22000122070312,77.37750244140625,76.3562240600586,866734800.0,,40.4363644662116
2020-02-03,76.07499694824219,81.30500030517578,75.55500030517578,80.00749969482422,78.95153045654297,652341200.0,,35.67261494940246
2020-02-10,78.54499816894531,81.80500030517578,78.4625015258789,81.23750305175781,80.35554504394531,492263600.0,,34.24989248061404
2020-02-17,78.83999633789062,81.1624984741211,77.625,78.26249694824219,77.41283416748047,476635200.0,,31.76334128957081
2020-02-24,74.31500244140625,76.04499816894531,64.09249877929688,68.33999633789062,67.59806060791016,1398039200.0,,24.538995113508037
2020-03-02,70.56999969482422,76.0,69.43000030517578,72.25749969482422,71.47303771972656,1293800800.0,,21.25513071555531
2020-03-09,65.9375,71.61000061035156,62.0,69.49250030517578,68.73804473876953,1616839600.0,,18.24728681436891
2020-03-16,60.48749923706055,64.7699966430664,57.0,57.310001373291016,56.68781661987305,1620263600.0,,15.38370561273798
2020-03-23,57.02000045776367,64.66999816894531,53.15250015258789,61.935001373291016,61.26259994506836,1384190000.0,,13.19551730139798
2020-03-30,62.685001373291016,65.62249755859375,59.224998474121094,60.352500915527344,59.6972770690918,837010800.0,,13.328281110231059
2020-04-06,62.724998474121094,67.92500305175781,62.345001220703125,66.99749755859375,66.27012634277344,735437600.0,,14.764107012602622
2020-04-13,67.07749938964844,72.0625,66.4574966430664,70.69999694824219,69.93244171142578,829547200.0,,18.68190785034454
2020-04-20,69.48750305175781,70.75250244140625,66.35749816894531,70.74250030517578,69.97447204589844,678844800.0,,17.682917342754617
2020-04-27,70.44999694824219,74.75,69.55000305175781,72.26750183105469,71.4829330444336,790054000.0,,21.45869292304813
2020-05-04,72.2925033569336,77.5875015258789,71.58000183105469,77.53250122070312,76.69075775146484,672706400.0,,23.326077811049796
2020-05-11,77.0250015258789,79.92250061035156,75.05249786376953,76.92749786376953,76.29830932617188,834147600.0,0.6016606658540624,24.80949483830642
2020-05-18,78.2925033569336,80.22250366210938,77.58000183105469,79.72250366210938,79.0704574584961,532904800.0,0.8978084775190325,23.956647125763002
2020-05-25,80.875,81.05999755859375,78.27249908447266,79.48500061035156,78.83489990234375,525560400.0,1.0072424159947193,24.179573386476154
2020-06-01,79.4375,82.9375,79.30249786376953,82.875,82.19717407226562,497736000.0,1.221220514475176,25.363567937942644
2020-06-08,82.5625,88.69249725341797,81.83000183105469,84.69999694824219,84.00723266601562,811826800.0,1.387665601192599,30.62421260029992
2020-06-15,83.3125,89.13999938964844,83.1449966430664,87.43000030517578,86.71490478515625,779940400.0,1.569713418121788,28.817661388299943
2020-06-22,87.83499908447266,93.09500122070312,87.7874984741211,88.40750122070312,87.68441772460938,883003200.0,1.6374945240982424,31.539896194586298
2020-06-29,88.3125,92.61750030517578,87.81999969482422,91.02749633789062,90.2829818725586,495648000.0,1.730332332899398,29.52253762717558
2020-07-06,92.5,96.31749725341797,92.46749877929688,95.91999816894531,95.1354751586914,564072000.0,1.9739052008700275,31.993160761742818
2020-07-13,97.26499938964844,99.95500183105469,93.87750244140625,96.32749938964844,95.53963470458984,718600800.0,2.010806195064804,34.1587839470928
2020-07-20,96.4175033569336,99.25,89.1449966430664,92.61499786376953,91.85750579833984,665196000.0,1.6508744348207198,29.985082023340276
2020-07-27,93.70999908447266,106.41500091552734,93.24749755859375,106.26000213623047,105.39090728759766,847635600.0,2.155976064102127,33.050050432139905
2020-08-03,108.19999694824219,114.4124984741211,107.89250183105469,111.11250305175781,110.20372009277344,1003474000.0,2.6153440989166423,38.394661176662595
2020-08-10,112.5999984741211,116.0425033569336,109.10749816894531,114.90750122070312,114.17316436767578,941551200.0,2.9621836637010617,37.297018130073965
2020-08-17,116.0625,124.86750030517578,113.9625015258789,124.37000274658203,123.57518768310547,835695200.0,3.560253747511677,42.13876248525196
2020-08-24,128.69749450683594,128.78500366210938,123.05249786376953,124.80750274658203,124.00989532470703,1063638000.0,3.704050755971556,43.68744591981886
2020-08-31,127.58000183105469,137.97999572753906,110.88999938964844,120.95999908447266,120.18698120117188,1167976600.0,3.275426369341236,33.584371627337156
2020-09-07,113.94999694824219,120.5,110.0,112.0,111.28424072265625,771441800.0,2.1788405307083636,30.62786627575188
2020-09-14,114.72000122070312,118.83000183105469,106.08999633789062,106.83999633789062,106.15721130371094,944587000.0,0.957065276976067,27.46822983051797
2020-09-21,104.54000091552734,112.86000061035156,103.0999984741211,112.27999877929688,111.56243896484375,847212600.0,0.3908338970869849,25.313752710451983
2020-09-28,115.01000213623047,117.72000122070312,112.22000122070312,113.0199966430664,112.29772186279297,640562200.0,-0.03374825253860614,28.026324932818643
2020-10-05,113.91000366210938,117.0,112.25,116.97000122070312,116.22247314453125,548575100.0,-0.14366877079670992,26.89584951392022
2020-10-12,120.05999755859375,125.38999938964844,118.1500015258789,119.0199966430664,118.25936889648438,881222300.0,-0.17075433866665612,31.89458373262098
2020-10-19,119.95999908447266,120.41999816894531,114.27999877929688,115.04000091552734,114.30481719970703,519569600.0,-0.5264716895748638,30.20914369553011
2020-10-26,114.01000213623047,117.27999877929688,107.72000122070312,108.86000061035156,108.164306640625,684467100.0,-1.2078246364251548,27.750262216173056
2020-11-02,109.11000061035156,119.62000274658203,107.31999969482422,118.69000244140625,117.9314956665039,609571800.0,-1.0396169179562182,26.86590130871863
2020-11-09,120.5,121.98999786376953,114.12999725341797,119.26000213623047,118.70227813720703,589577900.0,-0.9194989115988577,27.080192335112052
2020-11-16,118.91999816894531,120.98999786376953,116.80999755859375,117.33999633789062,116.791259765625,389493400.0,-1.004869930083185,26.1054004476427
2020-11-23,117.18000030517578,117.62000274658203,112.58999633789062,116.58999633789062,116.04476165771484,365024000.0,-1.137954933965645,24.941899874951627
2020-11-30,116.97000122070312,123.77999877929688,116.80999755859375,122.25,121.67830657958984,543370600.0,-0.8842165330099085,28.701437823339486
2020-12-07,122.30999755859375,125.94999694824219,120.1500015258789,122.41000366210938,121.83755493164062,452278700.0,-0.7486676119710776,29.159591822046664
2020-12-14,122.5999984741211,129.5800018310547,121.54000091552734,126.66000366210938,126.06768035888672,621538100.0,-0.4328030361028645,30.323472237140585
2020-12-21,125.0199966430664,134.41000366210938,123.44999694824219,131.97000122070312,131.3528289794922,433310200.0,0.047837317049177486,31.65052138133961
2020-12-28,133.99000549316406,138.7899932861328,131.72000122070312,132.69000244140625,132.06947326660156,441102200.0,0.31489966900605104,33.445835329538546
2021-01-04,133.52000427246094,133.61000061035156,126.37999725341797,132.0500030517578,131.43246459960938,610791200.0,0.34699092852409663,31.28723428292955
2021-01-11,129.19000244140625,131.4499969482422,126.86000061035156,127.13999938964844,126.54542541503906,482792700.0,-0.041893298704982485,29.965015371792987
2021-01-18,127.77999877929688,139.85000610351562,126.94000244140625,139.07000732421875,138.41964721679688,429687100.0,0.39550915050286406,33.83095729365197
2021-01-25,143.07000732421875,145.08999633789062,130.2100067138672,131.9600067138672,131.34288024902344,716991000.0,0.1175734458440516,34.00132496215344
2021-02-01,133.75,137.4199981689453,130.92999267578125,136.75999450683594,136.1204376220703,439303000.0,0.1620948055520497,32.14289654761456
2021-02-08,136.02999877929688,137.8800048828125,133.69000244140625,135.3699951171875,134.93826293945312,345543100.0,0.02568649930778122,31.368063542856877
2021-02-15,135.49000549316406,136.00999450683594,127.41000366210938,129.8699951171875,129.45582580566406,363020300.0,-0.4914655157122745,29.019691096745703
2021-02-22,128.00999450683594,129.72000122070312,118.38999938964844,121.26000213623047,120.87328338623047,685989200.0,-1.4168716755761217,26.233260597919745
2021-03-01,123.75,128.72000122070312,117.56999969482422,121.41999816894531,121.03276824951172,663456700.0,-1.9885272088042631,23.810281893893467
2021-03-08,120.93000030517578,123.20999908447266,116.20999908447266,121.02999877929688,120.64401245117188,586977300.0,-2.3389467573657665,22.410814570779422
2021-03-15,121.41000366210938,127.22000122070312,119.68000030517578,119.98999786376953,119.60733032226562,626343500.0,-2.5683485169774194,24.374947414935708
2021-03-22,120.33000183105469,124.23999786376953,118.91999816894531,121.20999908447266,120.82344055175781,488825800.0,-2.560251320499262,23.24745858899154
2021-03-29,121.6500015258789,124.18000030517578,118.86000061035156,123.0,122.60772705078125,359904000.0,-2.361623835079638,22.144355048669254
2021-04-05,123.87000274658203,133.0399932861328,123.06999969482422,133.0,132.57583618164062,447820500.0,-1.5263329768491847,27.862699665457157
2021-04-12,132.52000427246094,135.0,130.6300048828125,134.16000366210938,133.73214721679688,444178800.0,-0.8946507247023145,28.533171109713834
2021-04-19,133.50999450683594,135.52999877929688,131.3000030517578,134.32000732421875,133.89163208007812,421147600.0,-0.4852762573079179,27.900800284425443
2021-04-26,134.8300018310547,137.07000732421875,131.07000732421875,131.4600067138672,131.04075622558594,501621500.0,-0.4277082341240446,27.77363244905119
2021-05-03,132.0399932861328,134.07000732421875,126.69999694824219,130.2100067138672,129.79473876953125,453802300.0,-0.49027033812133514,25.82871924724875
2021-05-10,129.41000366210938,129.5399932861328,122.25,127.44999694824219,127.25933074951172,514165600.0,-0.7060165379266676,23.977601399789826
2021-05-17,126.81999969482422,128.0,122.86000061035156,125.43000030517578,125.24235534667969,386352000.0,-0.9717714760397218,22.77980044421775
2021-05-24,126.01000213623047,128.32000732421875,124.55000305175781,124.61000061035156,124.423583984375,357615000.0,-1.1762581630923155,22.23728194528492
2021-05-31,125.08000183105469,126.16000366210938,123.12999725341797,125.88999938964844,125.70166778564453,278314500.0,-1.1951262391203743,21.529884886743343
2021-06-07,126.16999816894531,128.4600067138672,124.83000183105469,127.3499984741211,127.15947723388672,327048100.0,-1.0824694646988782,23.179033474997304
2021-06-14,127.81999969482422,132.5500030517578,127.06999969482422,130.4600067138672,130.26483154296875,457142800.0,-0.7856714854223386,26.27841356373411
2021-06-21,130.3000030517578,134.63999938964844,129.2100067138672,133.11000061035156,132.91087341308594,354155800.0,-0.4165375494365757,27.01590314211736
2021-06-28,133.41000366210938,140.0,133.35000610351562,139.9600067138672,139.75062561035156,321267200.0,0.24716672108358484,30.819068152719897
2021-07-05,140.07000732421875,145.64999389648438,140.07000732421875,145.11000061035156,144.89291381835938,418559700.0,0.9518179667711566,35.07636417066848
2021-07-12,146.2100067138672,150.0,143.6300048828125,146.38999938964844,146.17098999023438,504249300.0,1.3964206302176514,37.42844054394177
2021-07-19,143.75,148.72000122070312,141.6699981689453,148.55999755859375,148.33775329589844,441563700.0,1.7082542856648413,34.515094929451024
2021-07-26,148.27000427246094,149.8300018310547,142.5399932861328,145.86000061035156,145.64178466796875,423265400.0,1.6063024147271037,32.97652620698859
2021-08-02,146.36000061035156,148.0399932861328,145.17999267578125,146.13999938964844,145.92137145996094,284500000.0,1.4365741850858003,31.901434725996232
2021-08-09,146.1999969482422,149.44000244140625,145.3000030517578,149.10000610351562,149.10000610351562,298026700.0,1.414998699141174,31.994063881833462
2021-08-16,148.5399932861328,151.67999267578125,144.5,148.19000244140625,148.19000244140625,428759400.0,1.2232610922520344,31.928084371327998
2021-08-23,148.30999755859375,150.86000061035156,146.8300018310547,148.60000610351562,148.60000610351562,272048200.0,1.016372090911787,30.405446128132734
2021-08-30,149.0,154.97999572753906,148.61000061035156,154.3000030517578,154.3000030517578,386647700.0,1.1461104479249906,32.974880342762695
2021-09-06,154.97000122070312,157.25999450683594,148.6999969482422,148.97000122070312,148.97000122070312,354650600.0,0.7735182409898416,32.353629871602315
2021-09-13,150.6300048828125,151.4199981689453,145.75999450683594,146.05999755859375,146.05999755859375,492744700.0,0.2582824925462859,30.24317730125054
2021-09-20,143.8000030517578,146.42999267578125,141.27000427246094,145.85000610351562,145.85000610351562,275717200.0,-0.1476301616437814,28.422899551123336
2021-09-23,146.64999389648438,147.0800018310547,145.63999938964844,146.8300018310547,146.8300018310547,64658306.0,-0.3874639252560481,28.719909086418756
